,Name,Age,Team,PA,1B,2B,3B,HR,R,SO,SB,BB,HBP,wOBA,wRAA,BA,SLG,OBP,BAbip,bat-WAR,Reliability
183,Matt Morgan,28.0,Windy City ThunderBolts,263.84799999999996,33,7,0,6,27,103,1,23,2,0.2533807692307692,-13.121330336407981,0.19574468085106383,0.3021276595744681,0.26909432703677877,0.31746031746031744,-1.3121330336407981,0.89
184,Matt Turner,25.0,Empire State Greys,141.963,20,5,0,3,17,36,3,12,3,0.27317142857142857,-3.4644995866985013,0.22580645161290322,0.3387096774193548,0.3028958249684777,0.29069767441860467,-0.3464499586698501,0.09250000000000003
185,Matt Warkentin,27.0,Joliet Slammers,305.988,40,13,1,22,47,77,2,23,8,0.37222697368421054,17.190900385667362,0.28044280442804426,0.5793357933579336,0.3496869158267644,0.3103448275862069,1.7190900385667363,0.79
186,Melvin Novoa,28.0,Washington WildThings,254.88,31,12,1,6,30,55,3,18,4,0.272597609561753,-7.37671198153327,0.22026431718061673,0.36123348017621143,0.2824858757062147,0.2619047619047619,-0.737671198153327,0.5800000000000001
187,Micah Yonamine,23.0,Windy City ThunderBolts,364.21,56,18,0,10,45,92,0,26,8,0.3029641873278237,-1.5172086810105845,0.25766871165644173,0.4049079754601227,0.32398890749842124,0.32599118942731276,-0.15172086810105845,1.0
188,Michael Fuhrman,23.0,Ottawa Titans,165.165,24,6,0,3,22,35,4,16,5,0.28100613496932514,-2.519031856359895,0.23404255319148937,0.3404255319148936,0.32694578149123604,0.28846153846153844,-0.2519031856359895,0.1825
189,Mike Blanke,35.0,Lake Erie Crushers,122.44897959183673,17,4,0,2,15,27,3,11,2,0.26597478991596635,-3.7364672847008866,0.2169811320754717,0.3113207547169811,0.294,0.2727272727272727,-0.3736467284700887,0.06999999999999995
190,Mike Falsetti,33.0,Joliet Slammers,131.35135135135133,19,4,0,2,15,30,3,11,2,0.259046511627907,-4.889959806595743,0.21739130434782608,0.30434782608695654,0.2893004115226338,0.27380952380952384,-0.48899598065957434,0.10750000000000004
191,Mike Gulino,27.0,Empire State Greys,181.458,28,5,0,4,21,42,4,16,2,0.281438202247191,-3.6798449756459726,0.23270440251572327,0.33962264150943394,0.3031004419755536,0.2894736842105263,-0.3679844975645973,0.345
192,Miles Simington,24.0,Schaumburg Boomers,172.774,27,6,0,2,20,38,4,14,3,0.2666094674556213,-5.3391601515076985,0.23178807947019867,0.31125827814569534,0.3009712109460914,0.29464285714285715,-0.5339160151507698,0.21750000000000003
193,Mitsuki Fukuda,24.0,Ottawa Titans,190.232,25,4,0,2,21,47,3,21,3,0.24689189189189192,-9.754541719486904,0.1949685534591195,0.2578616352201258,0.2891206526767316,0.25892857142857145,-0.9754541719486903,0.48
194,Nate Scantlin,25.0,Aigles de Trois-Rivières,365.989,78,19,3,5,63,49,13,24,3,0.34428055555555553,13.487819124127915,0.3153153153153153,0.43543543543543545,0.3606665774107965,0.35842293906810035,1.3487819124127916,1.0
195,Nick Gotta,31.0,Washington WildThings,215.45157780195865,33,10,2,2,29,44,10,23,3,0.30534433962264146,0.9519849462520582,0.2554347826086957,0.3641304347826087,0.3388232323232323,0.32142857142857145,0.09519849462520583,0.49
196,Nick Wimmers,25.0,Florence Y'Alls,165.923,23,8,0,2,20,39,5,16,3,0.27855828220858897,-3.214702667273966,0.23076923076923078,0.32867132867132864,0.3133983835875677,0.30097087378640774,-0.3214702667273966,0.1925
197,Nilo Rijo,25.0,New Jersey Jackals,292.0724,44,10,1,1,44,69,31,44,7,0.2968368055555556,4.6843663737322965,0.23931623931623933,0.3034188034188034,0.3663475220527513,0.32934131736526945,0.46843663737322966,1.0
198,Noah Myers,24.0,Evansville Otters,382.27,59,20,4,15,75,77,36,56,9,0.40288095238095234,37.62721947806593,0.31511254019292606,0.5498392282958199,0.4264001883485495,0.3755656108597285,3.762721947806593,1.0
199,Nolan Machibroda,24.0,Aigles de Trois-Rivières,152.908,22,5,0,3,20,35,4,14,3,0.2741854304635762,-3.5554726423779552,0.22556390977443608,0.3308270676691729,0.3073743689015617,0.28125,-0.35554726423779554,0.135
200,Oraj Anu,25.0,Sussex County Miners,364.07219999999995,53,24,0,13,44,93,6,26,9,0.3355638888888889,11.733987201030128,0.2803738317757009,0.4766355140186916,0.34333849165083197,0.3515981735159817,1.173398720103013,1.0
201,Oscar Campos,27.0,Tri-City Valley Cats,215.85199999999998,42,13,0,6,37,12,2,9,1,0.33589671361502343,4.546991041778729,0.305,0.46,0.32892908103700685,0.2972972972972973,0.4546991041778729,1.0
202,Parker DePasquale,26.0,Aigles de Trois-Rivières,135.888,20,4,0,2,16,31,4,12,2,0.2631278195488722,-4.460666387931152,0.22033898305084745,0.3050847457627119,0.29436006122689273,0.27906976744186046,-0.4460666387931152,0.06999999999999995
203,Pat Adams,27.0,Tri-City Valley Cats,131.646,19,4,0,3,16,30,3,12,2,0.27997674418604657,-2.5763665307144685,0.22807017543859648,0.34210526315789475,0.3038451605062061,0.2804878048780488,-0.25763665307144684,0.05500000000000005
204,Patrick Kivlehan,34.0,New York Boulders,324.89224137931035,45,19,1,18,54,54,7,36,6,0.38909876543209876,22.89543681167143,0.29856115107913667,0.5683453237410072,0.384742951907131,0.30952380952380953,2.2895436811671432,1.0
205,Paul Coumoulos,25.0,Windy City ThunderBolts,319.267,58,14,1,4,37,58,3,19,5,0.29120700636942676,-3.722461971427428,0.2682926829268293,0.36585365853658536,0.3163496383904381,0.3201754385964912,-0.37224619714274276,0.8325
206,Pavin Parks,27.0,Tri-City Valley Cats,414.0326,57,15,0,12,64,82,13,63,4,0.33225,9.96807403461643,0.24633431085043989,0.39589442815249265,0.3647055811547207,0.2868525896414343,0.996807403461643,1.0
207,Peter Zimmermann,26.0,Gateway Grizzlies,332.568,49,13,0,19,58,77,10,45,11,0.39040909090909093,26.370129430420675,0.2967032967032967,0.5531135531135531,0.41194582762021603,0.34831460674157305,2.6370129430420675,1.0
208,Peyton Isaacson,27.0,Windy City ThunderBolts,375.60619999999994,62,18,0,7,44,88,2,37,4,0.3134530831099196,0.9617088554659828,0.2636363636363636,0.38181818181818183,0.3407824471481036,0.33755274261603374,0.09617088554659828,1.0
209,Phil Ervin,31.0,New Jersey Jackals,227.9651795429815,36,10,0,6,34,48,11,27,7,0.3335288888888889,7.991275306581418,0.2751322751322751,0.42328042328042326,0.3772505966587112,0.3357664233576642,0.7991275306581418,0.5475
210,Phillip Steering,28.0,Joliet Slammers,339.486,52,12,0,5,39,79,11,36,7,0.2846290801186943,-4.541030853117598,0.2354948805460751,0.32764505119453924,0.3299105117736814,0.3047619047619048,-0.4541030853117598,1.0
211,Quentin Holmes,24.0,Empire State Greys,313.03999999999996,46,7,4,6,41,73,12,25,4,0.2751650485436893,-6.9123629931734065,0.225,0.34285714285714286,0.2938921543572707,0.2835820895522388,-0.6912362993173407,0.8
212,Quentin Selma,26.0,Schaumburg Boomers,207.408,27,7,0,5,26,49,3,18,4,0.2700833333333333,-6.098354646521614,0.21666666666666667,0.3388888888888889,0.2941063025534213,0.265625,-0.6098354646521613,0.37
213,Ray Zuberer,27.0,Florence Y'Alls,393.2776,55,26,1,12,59,67,28,47,7,0.35886082474226805,24.212340356771875,0.283987915407855,0.4773413897280967,0.37632450971018944,0.3215686274509804,2.4212340356771875,1.0
214,Ricardo Sanchez,29.0,Aigles de Trois-Rivières,310.73384446878424,44,15,0,6,48,60,2,26,9,0.2873180327868853,-4.062016776793717,0.24344569288389514,0.36704119850187267,0.32181882270003526,0.28921568627450983,-0.4062016776793717,1.0
215,Robbie Merced,25.0,Tri-City Valley Cats,198.868,26,8,1,5,25,44,9,17,4,0.28740306122448983,-1.4592004321133274,0.22988505747126436,0.3735632183908046,0.30673612647585335,0.2777777777777778,-0.14592004321133273,0.32999999999999996
216,Robert Chayka,25.0,Washington WildThings,309.084,49,15,1,6,42,52,19,33,9,0.32504290429042904,9.66889105899071,0.27413127413127414,0.4092664092664093,0.3655964074491077,0.32019704433497537,0.966889105899071,0.79
217,Rodrigo Orozco,29.0,Aigles de Trois-Rivières,289.37568455640746,52,11,1,5,35,39,12,35,1,0.3364401408450704,8.312867239912869,0.2816326530612245,0.39591836734693875,0.36285011355034064,0.3137254901960784,0.8312867239912869,1.0
218,Ruben Castro,27.0,Capitales de Québec,290.80719999999997,60,12,0,4,41,38,11,32,5,0.3433426573426574,12.148197210817077,0.3064516129032258,0.4032258064516129,0.38857359790266544,0.34782608695652173,1.2148197210817078,1.0
219,Rusber Estrada,29.0,New Jersey Jackals,257.9408543263965,36,9,0,15,44,63,2,27,6,0.3615590551181102,11.980861494861182,0.27522935779816515,0.5229357798165137,0.3605477707006369,0.3146853146853147,1.1980861494861181,0.6775
220,Ryan Roell,26.0,Capitales de Québec,131.716,19,4,0,2,16,30,3,12,2,0.26444186046511625,-4.303995805081847,0.21929824561403508,0.30701754385964913,0.2960915909988156,0.27710843373493976,-0.4303995805081847,0.05249999999999999
221,Sadler Goodwin,27.0,Aigles de Trois-Rivières,158.331,22,5,0,2,19,41,3,14,2,0.25418064516129035,-6.813603766606487,0.21014492753623187,0.2898550724637681,0.2842147147431647,0.28125,-0.6813603766606487,0.16749999999999998
222,Sam Abbott,25.0,Capitales de Québec,179.7,22,7,0,4,23,45,4,25,3,0.30254237288135594,-0.18122810408066986,0.22297297297297297,0.35135135135135137,0.3394546466332777,0.29,-0.018122810408066986,0.25
223,Sam Frontino,26.0,Lake Erie Crushers,183.56799999999998,25,5,0,2,22,46,6,21,3,0.2621173184357542,-5.762721551626039,0.2077922077922078,0.2792207792207792,0.3050640634533252,0.2803738317757009,-0.5762721551626039,0.27
225,Santiago Chirino,32.0,Lake Erie Crushers,218.00433839479393,40,7,0,1,28,14,1,20,6,0.2788465116279069,-5.103770388163055,0.25668449197860965,0.31016042780748665,0.3394427860696517,0.27011494252873564,-0.5103770388163056,1.0
226,Scott Holzwasser,26.0,Joliet Slammers,232.44,27,9,2,6,33,64,10,22,7,0.287328947368421,-1.2929388209225552,0.22110552763819097,0.3768844221105528,0.3140595422474617,0.29457364341085274,-0.1292938820922555,1.0
227,Scotty Dubrule,26.0,Washington WildThings,402.4192,86,18,0,1,58,45,19,55,2,0.34915365239294704,17.7454701095486,0.3115727002967359,0.37388724035608306,0.40256528515538026,0.35374149659863946,1.7745470109548598,1.0
228,Scout Knotts,24.0,Lake Erie Crushers,192.03799999999998,28,9,1,3,25,43,4,21,7,0.30749735449735455,1.6017969267288428,0.25625,0.38125,0.3593038877722118,0.33043478260869563,0.1601796926728843,0.2975
229,Sean Cheely,25.0,Lake Erie Crushers,297.2238,43,11,0,3,36,77,31,23,3,0.25144368600682593,-8.219533506053416,0.2159090909090909,0.2916666666666667,0.2792508540702326,0.2887700534759358,-0.8219533506053416,1.0
230,Sean Lawlor,27.0,Lake Erie Crushers,161.296,23,5,0,3,19,40,5,15,3,0.27032075471698114,-4.20136321248218,0.22142857142857142,0.32142857142857145,0.30378930661640713,0.2857142857142857,-0.420136321248218,0.18000000000000005
231,Sicnarf Loopstok,31.0,Ottawa Titans,253.53645266594123,42,12,0,6,34,49,3,19,5,0.309048,0.7434857575134979,0.26785714285714285,0.4017857142857143,0.33131330472103004,0.3157894736842105,0.07434857575134979,0.665
232,Sonny Ulliana,26.0,Schaumburg Boomers,147.808,21,6,0,3,19,35,3,12,3,0.2784206896551724,-3.0072111617744053,0.23255813953488372,0.3488372093023256,0.30444901493829835,0.29347826086956524,-0.3007211161774405,0.12
233,Steve Barmakian,26.0,Empire State Greys,169.26399999999998,24,6,0,3,20,39,4,17,3,0.27844311377245506,-3.515748620869738,0.22602739726027396,0.3287671232876712,0.31312033273466305,0.2857142857142857,-0.3515748620869738,0.20999999999999996
234,Steve Brown,37.0,Aigles de Trois-Rivières,316.22198505869795,50,16,0,11,41,64,7,31,5,0.3440063897763578,10.737043250706055,0.28102189781021897,0.45985401459854014,0.35734390820114753,0.32673267326732675,1.0737043250706055,1.0
235,T.J. White,32.0,Capitales de Québec,372.6681127982647,48,14,0,21,62,72,1,31,22,0.33367567567567563,12.179493455379909,0.2643312101910828,0.5095541401273885,0.36493597206053546,0.2767857142857143,1.2179493455379908,1.0
236,Tanner Smith,24.0,Tri-City Valley Cats,189.028,29,8,0,4,25,37,4,14,2,0.2882108108108108,-2.819342605230461,0.2469879518072289,0.3674698795180723,0.301542628605286,0.2890625,-0.2819342605230461,0.28500000000000003
237,Taylor Olmstead,29.0,Florence Y'Alls,123.22015334063528,17,4,0,2,15,29,3,11,2,0.2637583333333333,-4.0022005148016735,0.21495327102803738,0.308411214953271,0.29216,0.27631578947368424,-0.40022005148016737,0.0625
238,Taylor Wright,27.0,Ottawa Titans,335.7566,55,16,0,8,45,67,9,32,4,0.3196796407185628,3.9855845566419625,0.2705479452054795,0.4075342465753425,0.3425100206518651,0.3183856502242152,0.39855845566419623,1.0
239,Ti'Quan Forbes,27.0,New Jersey Jackals,309.546,52,10,1,14,56,71,14,27,9,0.3477947882736156,14.019810901511885,0.2851851851851852,0.48518518518518516,0.3650507517461056,0.3387096774193548,1.4019810901511884,0.8049999999999999
240,Todd Isaacs,28.0,Lake Erie Crushers,307.27199999999993,62,12,1,9,50,68,17,13,4,0.3255860927152318,7.558851995245268,0.2968197879858657,0.4416961130742049,0.3286990028378766,0.3605769230769231,0.7558851995245268,1.0
241,Tom Walraven,29.0,New York Boulders,336.2541073384447,34,24,1,14,49,46,5,38,2,0.34715868263473054,10.483443723885685,0.2517241379310345,0.4862068965517241,0.33605537459283386,0.25213675213675213,1.0483443723885686,1.0
242,Tomas Sanchez,24.0,Washington WildThings,139.664,19,5,0,3,17,33,4,13,2,0.2777883211678832,-2.904673874577941,0.2231404958677686,0.33884297520661155,0.30072173215717724,0.27906976744186046,-0.2904673874577941,0.07999999999999996
243,Tommy Caufield,24.0,Washington WildThings,223.944,29,12,1,4,25,52,5,19,4,0.28792727272727275,-2.6411165383558135,0.2358974358974359,0.36923076923076925,0.30811274247133213,0.2978723404255319,-0.26411165383558133,0.43000000000000005
244,Tommy Seidl,26.0,Capitales de Québec,197.27599999999998,26,7,0,5,26,47,5,18,4,0.27945360824742266,-3.7972017008360432,0.2222222222222222,0.3508771929824561,0.3041424197570916,0.275,-0.3797201700836043,0.3275
245,Tommy Stevenson,23.0,Joliet Slammers,163.95499999999998,21,6,0,4,21,40,3,15,3,0.276167701863354,-3.82871702426057,0.21830985915492956,0.34507042253521125,0.298862492757159,0.2727272727272727,-0.382871702426057,0.1775
246,Tony Gomez,27.0,Sussex County Miners,238.97899999999998,37,8,0,3,30,51,7,21,3,0.2726336206896552,-5.952935283945906,0.23300970873786409,0.3155339805825243,0.30128170257637704,0.2922077922077922,-0.5952935283945906,0.5075000000000001
247,Travis Holt,25.0,Schaumburg Boomers,297.703,49,10,1,2,34,53,8,31,4,0.28183673469387754,-4.681596922098181,0.24124513618677043,0.311284046692607,0.3258280904122565,0.29411764705882354,-0.46815969220981807,0.7424999999999999
248,Trey Hair,29.0,Tri-City Valley Cats,197.15224534501644,25,9,0,9,32,38,10,22,4,0.34339690721649485,8.121704638771362,0.25903614457831325,0.4759036144578313,0.3499833333333333,0.2809917355371901,0.8121704638771362,0.565
249,Tristan Peterson,26.0,Washington WildThings,296.6888,46,12,1,10,39,65,2,38,8,0.354804794520548,12.373179427480842,0.2839506172839506,0.46502057613168724,0.38761153100487783,0.34502923976608185,1.2373179427480843,1.0
250,Tristin Garcia,24.0,Florence Y'Alls,222.138,37,8,0,3,26,41,4,20,6,0.28563926940639267,-3.0577761316213916,0.25,0.3385416666666667,0.3331262548505884,0.30201342281879195,-0.30577761316213914,0.4225
251,Troy Viola,26.0,Windy City ThunderBolts,296.808,40,8,1,6,41,63,5,13,17,0.23337800687285226,-15.897605520027938,0.2140077821011673,0.3229571984435798,0.2863804210129107,0.2552083333333333,-1.5897605520027938,0.745
252,Tucker Nathans,35.0,New York Boulders,358.64661654135335,52,18,0,17,60,67,10,42,3,0.3686498599439776,18.653190160686933,0.2806451612903226,0.5032258064516129,0.3680503144654088,0.30701754385964913,1.8653190160686932,1.0
253,Tyler Blaum,26.0,Capitales de Québec,197.27599999999998,30,6,0,2,21,46,4,18,6,0.25760204081632654,-7.181145677055662,0.2222222222222222,0.29239766081871343,0.31428050041566136,0.2903225806451613,-0.7181145677055663,0.4
254,Tyler Clark-Chiapparelli,26.0,Aigles de Trois-Rivières,206.21599999999998,34,8,1,2,28,40,5,17,5,0.28267487684729065,-2.889350772725857,0.25,0.3388888888888889,0.324902044458238,0.30935251798561153,-0.2889350772725857,0.365
255,Tyler Depreta-Johnson,28.0,Joliet Slammers,369.57599999999996,57,13,0,1,36,55,10,29,4,0.24166485013623978,-19.950918076748593,0.21515151515151515,0.2636363636363636,0.2814035543433557,0.2517985611510791,-1.9950918076748594,1.0
256,Tyler Wilber,26.0,Aigles de Trois-Rivières,216.1096,36,9,0,2,26,38,3,21,5,0.29337142857142856,-1.142756563679767,0.2596685082872928,0.3425414364640884,0.3377915650207117,0.3125,-0.1142756563679767,0.5625
258,Victor Cerny,25.0,Aigles de Trois-Rivières,231.813,39,13,0,2,23,47,3,16,3,0.2909424778761061,-3.1876955456555365,0.2621359223300971,0.35436893203883496,0.31490899992666505,0.3291139240506329,-0.31876955456555367,0.4675
259,Vincent Byrd,26.0,Lake Erie Crushers,142.444,21,5,0,3,17,32,3,13,3,0.28445,-2.1126623796261694,0.23577235772357724,0.34959349593495936,0.3159136221953891,0.29213483146067415,-0.21126623796261695,0.09750000000000003
260,Wagner Lagrange,28.0,Washington WildThings,404.38599999999997,76,25,1,13,61,61,11,24,6,0.3554438902743143,17.65108599743012,0.31420765027322406,0.49453551912568305,0.3585682986057876,0.3434343434343434,1.7651085997430118,1.0
261,Walner Espinal,24.0,Empire State Greys,176.988,31,5,0,2,20,41,3,15,2,0.27609770114942533,-4.519639593933535,0.24516129032258063,0.3161290322580645,0.3107555314484598,0.3157894736842105,-0.4519639593933535,0.235
262,Wes Darvill,32.0,Washington WildThings,185.4663774403471,29,5,0,4,26,41,8,15,3,0.27628021978021977,-3.664523503618775,0.2345679012345679,0.3395061728395062,0.30194152046783623,0.2857142857142857,-0.3664523503618775,0.355
263,Will Prater,25.0,Schaumburg Boomers,268.95099999999996,55,8,1,2,33,50,12,23,2,0.3034166666666666,1.1928625291790884,0.2796610169491525,0.3474576271186441,0.3383515956438162,0.3422459893048128,0.11928625291790884,0.6225
264,Will Riley,25.0,Windy City ThunderBolts,262.961,39,6,1,2,27,52,7,35,6,0.2773667953667953,-5.427305920153496,0.22018348623853212,0.28440366972477066,0.3384532307072151,0.2804878048780488,-0.5427305920153496,0.5974999999999999
265,Will Salas,33.0,Joliet Slammers,245.29729729729726,32,5,1,1,27,40,8,34,6,0.25607053941908714,-8.758037848225113,0.19402985074626866,0.24378109452736318,0.3220581754076686,0.2375,-0.8758037848225113,1.0
266,Will Zimmerman,25.0,Sussex County Miners,287.4002,36,12,4,3,53,66,27,43,7,0.3131408450704225,6.2245427939736295,0.23706896551724138,0.3620689655172414,0.3653442133999907,0.3151515151515151,0.622454279397363,1.0
267,Willie Escala,25.0,Sussex County Miners,362.7544,60,8,1,3,53,73,15,53,4,0.30773925501432664,3.0499669872256407,0.2491349480968858,0.314878892733564,0.35561250256371807,0.3194444444444444,0.3049966987225641,1.0
268,Willie Estrada,29.0,Gateway Grizzlies,242.05914567360352,36,9,0,4,27,48,4,24,3,0.2893333333333334,-3.54140073295178,0.2413793103448276,0.3448275862068966,0.313972850678733,0.2903225806451613,-0.354140073295178,1.0
269,Zach Biermann,27.0,Tri-City Valley Cats,389.8382,62,17,2,12,54,78,3,35,11,0.3293023255813953,8.307830140167479,0.2735294117647059,0.4411764705882353,0.35655818234334147,0.32270916334661354,0.8307830140167478,1.0
270,Zach Huffins,25.0,Schaumburg Boomers,224.625,39,7,0,3,30,52,8,16,3,0.27159009009009005,-5.508448267619142,0.24378109452736318,0.32338308457711445,0.30272676683361155,0.3108108108108108,-0.5508448267619143,0.4375
271,Zach Racusin,31.0,Gateway Grizzlies,232.1001088139282,52,9,1,3,23,24,11,23,2,0.3539517543859649,11.23714663200327,0.3217821782178218,0.4207920792079208,0.38776371308016877,0.3522727272727273,1.123714663200327,1.0
272,Zade Richardson,24.0,Florence Y'Alls,269.69599999999997,42,8,1,10,33,68,3,27,8,0.3262649253731343,5.429483988731297,0.26406926406926406,0.43722943722943725,0.35595633602278126,0.32903225806451614,0.5429483988731297,0.62
273,Zak Whalin,29.0,Empire State Greys,201.53340635268347,29,7,0,3,23,39,3,12,6,0.24710152284263961,-9.706848478352573,0.22033898305084745,0.3107344632768362,0.2828315217391304,0.26277372262773724,-0.9706848478352572,0.64
274,Óscar Hernández,30.0,Aigles de Trois-Rivières,151.74672489082968,22,5,0,3,19,33,3,14,3,0.27786577181208055,-3.203885710814371,0.22900763358778625,0.33587786259541985,0.309726618705036,0.28125,-0.3203885710814371,0.19499999999999995
